#quote,#motivation,{'weight': 1}
#motivation,#determine,{'weight': 1}
#motivation,#failure,{'weight': 1}
#motivation,#dontgiveup,{'weight': 2}
#motivation,#nevergiveup,{'weight': 2}
#motivation,#luxury,{'weight': 2}
#motivation,#quoteoftheday,{'weight': 2}
#motivation,#growthevolutiondevelopment,{'weight': 2}
#motivation,#lifecoaching,{'weight': 2}
#motivation,#businesslife,{'weight': 2}
#motivation,#selfimprovement,{'weight': 2}
#motivation,#passion,{'weight': 3}
#motivation,#lifestyle,{'weight': 3}
#motivation,#selfdevelopment,{'weight': 2}
#motivation,#confidence,{'weight': 1}
#motivation,#dreambig,{'weight': 3}
#motivation,#violatorfitness,{'weight': 1}
#motivation,#nike,{'weight': 6}
#motivation,#staywoke,{'weight': 1}
#motivation,#fitnessfriday,{'weight': 1}
#motivation,#inspiration,{'weight': 4}
#motivation,#myworkethic,{'weight': 1}
#motivation,#getfit,{'weight': 2}
#motivation,#myvision,{'weight': 1}
#motivation,#motivationalquotes,{'weight': 2}
#motivation,#believeinyourself,{'weight': 2}
#motivation,#goforit,{'weight': 2}
#motivation,#motivational,{'weight': 1}
#motivation,#quotes,{'weight': 1}
#motivation,#whocares,{'weight': 1}
#motivation,#coffee,{'weight': 2}
#motivation,#itsyourlife,{'weight': 1}
#motivation,#tgif,{'weight': 1}
#motivation,#5k,{'weight': 1}
#motivation,#friday,{'weight': 2}
#motivation,#run,{'weight': 2}
#motivation,#riseandgrind,{'weight': 1}
#motivation,#makeithappen,{'weight': 1}
#motivation,#morningmotivation,{'weight': 1}
#motivation,#inspirationalquotes,{'weight': 1}
#motivation,#empowerment,{'weight': 1}
#motivation,#morningcoffee,{'weight': 1}
#motivation,#yoga,{'weight': 1}
#motivation,#somuchfun,{'weight': 1}
#motivation,#gymnastic,{'weight': 1}
#motivation,#loveit,{'weight': 1}
#motivation,#sporty,{'weight': 1}
#motivation,#gameday,{'weight': 1}
#motivation,#sportsday,{'weight': 1}
#motivation,#winner,{'weight': 1}
#motivation,#tagsta_sport,{'weight': 1}
#motivation,#grass,{'weight': 1}
#motivation,#healthy,{'weight': 2}
#motivation,#playing,{'weight': 1}
#motivation,#kick,{'weight': 1}
#motivation,#play,{'weight': 1}
#motivation,#themememuni,{'weight': 1}
#motivation,#judicialservices,{'weight': 1}
#motivation,#lawyers,{'weight': 1}
#motivation,#pcsj,{'weight': 1}
#motivation,#adj,{'weight': 1}
#motivation,#highcourt,{'weight': 1}
#motivation,#supremecourt,{'weight': 1}
#motivation,#upsc,{'weight': 1}
#motivation,#ias,{'weight': 1}
#motivation,#pcs,{'weight': 1}
#motivation,#cse,{'weight': 1}
#motivation,#ada,{'weight': 1}
#motivation,#apo,{'weight': 1}
#motivation,#civiljudge,{'weight': 1}
#motivation,#funnymeme,{'weight': 1}
#motivation,#books,{'weight': 1}
#motivation,#dream,{'weight': 1}
#motivation,#brand,{'weight': 1}
#motivation,#bethebest,{'weight': 1}
#motivation,#beyou,{'weight': 1}
#motivation,#successiskey,{'weight': 1}
#motivation,#empower,{'weight': 1}
#motivation,#storytellah,{'weight': 1}
#motivation,#womeninbusiness,{'weight': 1}
#motivation,#brussel,{'weight': 1}
#motivation,#fridayfunday,{'weight': 1}
#motivation,#entrepreneur,{'weight': 3}
#motivation,#fridayfeels,{'weight': 1}
#motivation,#successquote,{'weight': 1}
#motivation,#leadership,{'weight': 1}
#motivation,#motivation,{'weight': 1}
#motivation,#entrepreneurs,{'weight': 2}
#motivation,#smallbiz,{'weight': 2}
#motivation,#thoughts,{'weight': 1}
#motivation,#india,{'weight': 1}
#motivation,#sports,{'weight': 1}
#motivation,#athlete,{'weight': 1}
#motivation,#grit,{'weight': 1}
#motivation,#hardwork,{'weight': 3}
#motivation,#silkthemodel,{'weight': 1}
#motivation,#nothinglessthaniconic,{'weight': 1}
#motivation,#oldiebutgoodie,{'weight': 1}
#motivation,#influencer,{'weight': 1}
#motivation,#makeupporn,{'weight': 1}
#motivation,#modelstopia,{'weight': 1}
#motivation,#inspiring,{'weight': 1}
#motivation,#youcandoit,{'weight': 1}
#motivation,#justbringit,{'weight': 1}
#motivation,#staypositive,{'weight': 1}
#motivation,#noexcuses,{'weight': 3}
#motivation,#hustle,{'weight': 1}
#motivation,#active,{'weight': 1}
#motivation,#grind,{'weight': 1}
#motivation,#pushpullgrind,{'weight': 1}
#motivation,#cbdoil,{'weight': 1}
#motivation,#sucess,{'weight': 1}
#motivation,#loveislove,{'weight': 1}
#motivation,#securethebag,{'weight': 1}
#motivation,#beyourownboss,{'weight': 1}
#motivation,#trending,{'weight': 1}
#motivation,#fitness,{'weight': 1}
#motivation,#exercise,{'weight': 1}
#motivation,#workout,{'weight': 1}
#motivation,#gains,{'weight': 1}
#motivation,#maketime,{'weight': 1}
#motivation,#train,{'weight': 1}
#motivation,#health,{'weight': 1}
#motivation,#fit,{'weight': 2}
#motivation,#cardio,{'weight': 1}
#motivation,#weightlift,{'weight': 1}
#motivation,#noteasy,{'weight': 1}
#motivation,#worthit,{'weight': 1}
#motivation,#possible,{'weight': 1}
#motivation,#mysonandme,{'weight': 1}
#motivation,#joke,{'weight': 1}
#motivation,#healthylifestyle,{'weight': 1}
#motivation,#happy,{'weight': 1}
#motivation,#weightlossjourney,{'weight': 1}
#motivation,#photooftheday,{'weight': 1}
#motivation,#strong,{'weight': 1}
#motivation,#wellness,{'weight': 1}
#motivation,#daily,{'weight': 1}
#motivation,#dreams,{'weight': 1}
#motivation,#lifequotes,{'weight': 1}
#motivation,#love,{'weight': 1}
#motivation,#belive,{'weight': 1}
#motivation,#self,{'weight': 1}
#motivation,#wisdom,{'weight': 1}
#motivation,#vision,{'weight': 1}
#justdoit,#hero,{'weight': 2}
#justdoit,#fdny,{'weight': 1}
#justdoit,#likesforlikes,{'weight': 1}
#justdoit,#promo,{'weight': 2}
#justdoit,#music,{'weight': 46}
#justdoit,#instagood,{'weight': 2}
#justdoit,#instadaily,{'weight': 1}
#justdoit,#postoftheday,{'weight': 1}
#justdoit,#bestoftheday,{'weight': 2}
#justdoit,#nike,{'weight': 1143}
#justdoit,#picoftheday,{'weight': 4}
#justdoit,#4yourmorning,{'weight': 1}
#justdoit,#4yourmemecollection,{'weight': 1}
#justdoit,#kapernickeffect,{'weight': 1}
#justdoit,#swoosh,{'weight': 14}
#justdoit,#shaquem,{'weight': 2}
#justdoit,#nfl,{'weight': 107}
#justdoit,#seattle,{'weight': 2}
#justdoit,#seahawks,{'weight': 3}
#justdoit,#griffin,{'weight': 2}
#justdoit,#registertovote,{'weight': 2}
#justdoit,#takeaknee,{'weight': 142}
#justdoit,#takeakneeinnikes,{'weight': 7}
#justdoit,#fx,{'weight': 1}
#justdoit,#feelgoodfriday,{'weight': 3}
#justdoit,#fridayfeeling,{'weight': 48}
#justdoit,#tradermoni,{'weight': 1}
#justdoit,#fridaymotivation,{'weight': 28}
#justdoit,#nikeboycott,{'weight': 69}
#justdoit,#spartacassjr,{'weight': 1}
#justdoit,#socialism,{'weight': 1}
#justdoit,#truth,{'weight': 6}
#justdoit,#kaga2018,{'weight': 1}
#justdoit,#kag2020,{'weight': 2}
#justdoit,#maga,{'weight': 43}
#justdoit,#fakenews,{'weight': 5}
#justdoit,#voteredtosaveamerica,{'weight': 5}
#justdoit,#votered2018,{'weight': 2}
#justdoit,#kavanaugh,{'weight': 11}
#justdoit,#kaepernick7,{'weight': 7}
#justdoit,#discounts365days,{'weight': 1}
#justdoit,#newyoutubers,{'weight': 1}
#justdoit,#relationshipgoals,{'weight': 2}
#justdoit,#nikestrong,{'weight': 1}
#justdoit,#teamnike,{'weight': 10}
#justdoit,#imwithkap,{'weight': 73}
#justdoit,#juststealit,{'weight': 2}
#justdoit,#legday,{'weight': 1}
#justdoit,#flexfriday,{'weight': 2}
#justdoit,#berkhansays,{'weight': 1}
#justdoit,#photooftheday,{'weight': 5}
#justdoit,#internewins,{'weight': 1}
#justdoit,#mike_tyson,{'weight': 1}
#justdoit,#tyson,{'weight': 3}
#justdoit,#missamerica,{'weight': 1}
#justdoit,#flashbackfriday,{'weight': 3}
#justdoit,#jobsreport,{'weight': 3}
#justdoit,#got7,{'weight': 3}
#justdoit,#campaigns,{'weight': 1}
#justdoit,#tv3gh,{'weight': 1}
#justdoit,#kaepernicknikead,{'weight': 8}
#justdoit,#slaveryremembranceday,{'weight': 2}
#justdoit,#mudasuksesmenang,{'weight': 1}
#justdoit,#nationalbeerloversday,{'weight': 3}
#justdoit,#eminemvsmgk,{'weight': 1}
#justdoit,#nas,{'weight': 1}
#justdoit,#kelis,{'weight': 2}
#justdoit,#indraketujuheps38,{'weight': 1}
#justdoit,#donaldlovesdictators,{'weight': 1}
#justdoit,#colinkaepernick,{'weight': 210}
#justdoit,#fightfascism,{'weight': 1}
#justdoit,#meme,{'weight': 13}
#justdoit,#justtryit,{'weight': 1}
#justdoit,#cafecitoenergy,{'weight': 1}
#justdoit,#energy,{'weight': 2}
#justdoit,#greatlakescrossing,{'weight': 1}
#justdoit,#fortheculture,{'weight': 1}
#justdoit,#bringit,{'weight': 17}
#justdoit,#boom,{'weight': 1}
#justdoit,#manncup2018,{'weight': 1}
#justdoit,#westcoastbestcoast,{'weight': 1}
#justdoit,#flyyyy,{'weight': 1}
#justdoit,#lebron16,{'weight': 1}
#justdoit,#lebron,{'weight': 2}
#justdoit,#goals,{'weight': 16}
#justdoit,#iq45,{'weight': 1}
#justdoit,#mitchmcconnell,{'weight': 1}
#justdoit,#gop,{'weight': 1}
#justdoit,#presobama,{'weight': 1}
#justdoit,#kaepernick,{'weight': 142}
#justdoit,#lebronjames,{'weight': 8}
#justdoit,#kyrie,{'weight': 1}
#justdoit,#kapernick,{'weight': 38}
#justdoit,#sneaker,{'weight': 3}
#justdoit,#justdoit,{'weight': 184}
#justdoit,#standforsomething,{'weight': 17}
#justdoit,#taketheknee,{'weight': 12}
#justdoit,#istandforamerica,{'weight': 1}
#justdoit,#esg,{'weight': 1}
#justdoit,#investment,{'weight': 3}
#justdoit,#strategy,{'weight': 2}
#justdoit,#sustainability,{'weight': 1}
#justdoit,#impinv,{'weight': 1}
#justdoit,#susty,{'weight': 1}
#justdoit,#sdgs,{'weight': 1}
#justdoit,#theranos,{'weight': 1}
#justdoit,#thelongswim,{'weight': 1}
#justdoit,#fridayreads,{'weight': 2}
#justdoit,#mojo50,{'weight': 1}
#justdoit,#loveislove,{'weight': 3}
#justdoit,#showerthoughts,{'weight': 1}
#justdoit,#firstamendment,{'weight': 4}
#justdoit,#trumptrash,{'weight': 1}
#justdoit,#nikekap,{'weight': 1}
#justdoit,#believeinsomething,{'weight': 44}
#justdoit,#friyay,{'weight': 6}
#justdoit,#kap,{'weight': 16}
#justdoit,#bluewave2018,{'weight': 6}
#justdoit,#love_yourself,{'weight': 1}
#justdoit,#believeinyourself,{'weight': 8}
#justdoit,#equalityforall,{'weight': 2}
#justdoit,#compassionforall,{'weight': 1}
#justdoit,#justdontdoit,{'weight': 5}
#justdoit,#trump2020,{'weight': 2}
#justdoit,#redwave,{'weight': 2}
#justdoit,#jesus,{'weight': 5}
#justdoit,#viral,{'weight': 3}
#justdoit,#marketing,{'weight': 14}
#justdoit,#nbc,{'weight': 3}
#justdoit,#cnn,{'weight': 3}
#justdoit,#nikejustdoit,{'weight': 6}
#justdoit,#football,{'weight': 36}
#justdoit,#believe,{'weight': 26}
#justdoit,#listen,{'weight': 5}
#justdoit,#nikeshoes,{'weight': 12}
#justdoit,#injustice,{'weight': 4}
#justdoit,#justthrillbill,{'weight': 1}
#justdoit,#djthrillbill,{'weight': 1}
#justdoit,#704,{'weight': 1}
#justdoit,#charlit,{'weight': 1}
#justdoit,#thecoolestdjintheworld,{'weight': 1}
#justdoit,#thrillbillionaires,{'weight': 1}
#justdoit,#qcdjs,{'weight': 1}
#justdoit,#hehe,{'weight': 1}
#justdoit,#michaeljackson,{'weight': 1}
#justdoit,#heheintothewind,{'weight': 1}
#justdoit,#thoughtwear,{'weight': 1}
#justdoit,#diplomacy,{'weight': 1}
#justdoit,#ad,{'weight': 13}
#justdoit,#crazyenough,{'weight': 3}
#justdoit,#qanon,{'weight': 7}
#justdoit,#justblewit,{'weight': 10}
#justdoit,#therainmakers,{'weight': 1}
#justdoit,#fridayfeeiing,{'weight': 5}
#justdoit,#splendidloves,{'weight': 1}
#justdoit,#america,{'weight': 15}
#justdoit,#steviewonder,{'weight': 4}
#justdoit,#advertising,{'weight': 8}
#justdoit,#collinkaepernick,{'weight': 13}
#justdoit,#blackpower,{'weight': 3}
#justdoit,#thugpun,{'weight': 1}
#justdoit,#eminem,{'weight': 6}
#justdoit,#revival,{'weight': 1}
#justdoit,#istandwithkaep,{'weight': 1}
#justdoit,#history,{'weight': 2}
#justdoit,#beyou,{'weight': 6}
#justdoit,#livelaughlove,{'weight': 2}
#justdoit,#smile,{'weight': 4}
#justdoit,#moremoney,{'weight': 1}
#justdoit,#lessproblems,{'weight': 1}
#justdoit,#ai,{'weight': 1}
#justdoit,#watson,{'weight': 1}
#justdoit,#iaminlove,{'weight': 1}
#justdoit,#nikead,{'weight': 70}
#justdoit,#thinblueline,{'weight': 1}
#justdoit,#blessednotstressed,{'weight': 1}
#justdoit,#gains,{'weight': 4}
#justdoit,#fitness,{'weight': 20}
#justdoit,#bodybuilding,{'weight': 4}
#justdoit,#friday,{'weight': 12}
#justdoit,#health,{'weight': 2}
#justdoit,#dreamcrazy,{'weight': 26}
#justdoit,#bikes,{'weight': 1}
#justdoit,#burnyournike,{'weight': 1}
#justdoit,#justvote,{'weight': 1}
#justdoit,#uniteblue,{'weight': 1}
#justdoit,#voteblue,{'weight': 3}
#justdoit,#gotv,{'weight': 3}
#justdoit,#turntexasblue,{'weight': 2}
#justdoit,#fliptxblue,{'weight': 1}
#justdoit,#theresistance,{'weight': 10}
#justdoit,#boycottnike,{'weight': 48}
#justdoit,#handcrafted,{'weight': 1}
#justdoit,#custom,{'weight': 2}
#justdoit,#journal,{'weight': 1}
#justdoit,#etsyseller,{'weight': 1}
#justdoit,#writer,{'weight': 2}
#justdoit,#giftidea,{'weight': 1}
#justdoit,#birthday,{'weight': 1}
#justdoit,#backtoschool,{'weight': 2}
#justdoit,#support,{'weight': 7}
#justdoit,#focus,{'weight': 4}
#justdoit,#love,{'weight': 30}
#justdoit,#mexicanproblems,{'weight': 1}
#justdoit,#latino,{'weight': 1}
#justdoit,#immigration,{'weight': 2}
#justdoit,#borderpatrol,{'weight': 2}
#justdoit,#allthepresidentsmen,{'weight': 1}
#justdoit,#adoptdontshop,{'weight': 1}
#justdoit,#nba,{'weight': 3}
#justdoit,#99jamz,{'weight': 1}
#justdoit,#dream,{'weight': 7}
#justdoit,#crazy,{'weight': 5}
#justdoit,#brandnew,{'weight': 2}
#justdoit,#campaign,{'weight': 11}
#justdoit,#video,{'weight': 3}
#justdoit,#message,{'weight': 7}
#justdoit,#sports,{'weight': 15}
#justdoit,#brand,{'weight': 5}
#justdoit,#tv,{'weight': 2}
#justdoit,#advert,{'weight': 2}
#justdoit,#digital,{'weight': 2}
#justdoit,#sport,{'weight': 7}
#justdoit,#inspire,{'weight': 9}
#justdoit,#youcandoit,{'weight': 9}
#justdoit,#dreambig,{'weight': 24}
#justdoit,#neededajob,{'weight': 1}
#justdoit,#onejob,{'weight': 1}
#justdoit,#savage,{'weight': 3}
#justdoit,#sacrafice,{'weight': 1}
#justdoit,#istandwithice,{'weight': 1}
#justdoit,#bringiton,{'weight': 3}
#justdoit,#americafirst,{'weight': 2}
#justdoit,#illegalaliens,{'weight': 1}
#justdoit,#buildthatwallnow,{'weight': 1}
#justdoit,#buildthewall,{'weight': 8}
#justdoit,#secureourborders,{'weight': 1}
#justdoit,#waityourturn,{'weight': 1}
#justdoit,#kag,{'weight': 4}
#justdoit,#picasso,{'weight': 1}
#justdoit,#homage,{'weight': 2}
#justdoit,#branding,{'weight': 6}
#justdoit,#artistquotes,{'weight': 1}
#justdoit,#artiseverywhere,{'weight': 1}
#justdoit,#relaxitsjustart,{'weight': 1}
#justdoit,#jointheculture,{'weight': 1}
#justdoit,#reddotculture,{'weight': 1}
#justdoit,#dreamer,{'weight': 1}
#justdoit,#nrc,{'weight': 6}
#justdoit,#eandcpodcastofawesomeness,{'weight': 1}
#justdoit,#dallas,{'weight': 2}
#justdoit,#fortheidoits,{'weight': 1}
#justdoit,#isupportkap,{'weight': 1}
#justdoit,#reasonoverideology,{'weight': 1}
#justdoit,#believeinsomethingevenifitmeanssacrificingeverything,{'weight': 7}
#justdoit,#signofrespect,{'weight': 1}
#justdoit,#blacklivesmatter,{'weight': 37}
#justdoit,#yourprivilegeisshowing,{'weight': 1}
#justdoit,#checkyourprivilege,{'weight': 1}
#justdoit,#hike,{'weight': 3}
#justdoit,#sbliii,{'weight': 1}
#justdoit,#podernfamily,{'weight': 2}
#justdoit,#effort,{'weight': 2}
#justdoit,#work,{'weight': 5}
#justdoit,#yoaquipendandoenvozalta,{'weight': 1}
#justdoit,#nevermind,{'weight': 1}
#justdoit,#tiggz,{'weight': 2}
#justdoit,#tiggzthealbum,{'weight': 1}
#justdoit,#everywhere,{'weight': 1}
#justdoit,#breaking,{'weight': 3}
#justdoit,#makingwomenlooklikestormy,{'weight': 1}
#justdoit,#medicareforall,{'weight': 1}
#justdoit,#trump,{'weight': 25}
#justdoit,#veterans,{'weight': 6}
#justdoit,#wearingmynikes,{'weight': 1}
#justdoit,#shootemup,{'weight': 1}
#justdoit,#fitbit,{'weight': 1}
#justdoit,#beats,{'weight': 1}
#justdoit,#running,{'weight': 6}
#justdoit,#collusion,{'weight': 1}
#justdoit,#solutions,{'weight': 1}
#justdoit,#peace,{'weight': 5}
#justdoit,#sweetmen,{'weight': 1}
#justdoit,#songwriter,{'weight': 2}
#justdoit,#musicianlife,{'weight': 1}
#justdoit,#recordlabel,{'weight': 1}
#justdoit,#recordingartist,{'weight': 1}
#justdoit,#afrobeats,{'weight': 1}
#justdoit,#alaafrica,{'weight': 1}
#justdoit,#alaafricamusic,{'weight': 1}
#justdoit,#liveforever,{'weight': 1}
#justdoit,#album,{'weight': 2}
#justdoit,#nobadsongsever,{'weight': 1}
#justdoit,#american,{'weight': 1}
#justdoit,#military,{'weight': 3}
#justdoit,#teamabrams,{'weight': 1}
#justdoit,#allthedamndoors,{'weight': 1}
#justdoit,#justdance,{'weight': 1}
#justdoit,#dancelife,{'weight': 1}
#justdoit,#dancepiration,{'weight': 1}
#justdoit,#inspiration,{'weight': 15}
#justdoit,#danceanyway,{'weight': 1}
#justdoit,#dance,{'weight': 2}
#justdoit,#balletlife,{'weight': 1}
#justdoit,#ballet,{'weight': 1}
#justdoit,#bunhead,{'weight': 1}
#justdoit,#jazzdance,{'weight': 1}
#justdoit,#tapdance,{'weight': 1}
#justdoit,#hiphopdance,{'weight': 1}
#justdoit,#danceimprov,{'weight': 1}
#justdoit,#dancemood,{'weight': 1}
#justdoit,#choreo,{'weight': 1}
#justdoit,#choreography,{'weight': 1}
#justdoit,#nolimits,{'weight': 2}
#justdoit,#nofear,{'weight': 2}
#justdoit,#fearless,{'weight': 2}
#justdoit,#dancemore,{'weight': 1}
#justdoit,#dancenow,{'weight': 1}
#justdoit,#newmusic,{'weight': 3}
#justdoit,#westcoast,{'weight': 1}
#justdoit,#nyc,{'weight': 12}
#justdoit,#vancouver,{'weight': 1}
#justdoit,#bigfacts,{'weight': 1}
#justdoit,#uapb21,{'weight': 2}
#justdoit,#retweeet,{'weight': 2}
#justdoit,#share,{'weight': 3}
#justdoit,#listenbetter,{'weight': 2}
#justdoit,#puregoals,{'weight': 1}
#justdoit,#teamfollowback,{'weight': 1}
#justdoit,#waitonit,{'weight': 1}
#justdoit,#naturalwoman,{'weight': 1}
#justdoit,#afro,{'weight': 4}
#justdoit,#brandjobba,{'weight': 1}
#justdoit,#basketballneverdies,{'weight': 1}
#justdoit,#itsjustdifferent,{'weight': 1}
#justdoit,#shouldbeinjail,{'weight': 1}
#justdoit,#medialee,{'weight': 1}
#justdoit,#wdbr,{'weight': 1}
#justdoit,#crg,{'weight': 1}
#justdoit,#shstrack,{'weight': 1}
#justdoit,#nikeheadtotoe,{'weight': 1}
#justdoit,#doitforkaep,{'weight': 1}
#justdoit,#amen,{'weight': 1}
#justdoit,#impeachtrump,{'weight': 12}
#justdoit,#jokes,{'weight': 6}
#justdoit,#sketchers,{'weight': 2}
#justdoit,#lol,{'weight': 8}
#justdoit,#lmfao,{'weight': 2}
#justdoit,#rkelly,{'weight': 1}
#justdoit,#justice,{'weight': 10}
#justdoit,#fakepatriotism,{'weight': 1}
#justdoit,#burnnike,{'weight': 3}
#justdoit,#sacrifice,{'weight': 24}
#justdoit,#resigntrump,{'weight': 1}
#justdoit,#wrko,{'weight': 1}
#justdoit,#creator,{'weight': 1}
#justdoit,#artist,{'weight': 2}
#justdoit,#designers,{'weight': 1}
#justdoit,#designer,{'weight': 1}
#justdoit,#upscale,{'weight': 1}
#justdoit,#art,{'weight': 7}
#justdoit,#wearableart,{'weight': 1}
#justdoit,#kag2018,{'weight': 2}
#justdoit,#maga2018,{'weight': 2}
#justdoit,#maga2020,{'weight': 2}
#justdoit,#botblocking,{'weight': 1}
#justdoit,#kamikaze,{'weight': 3}
#justdoit,#predator,{'weight': 1}
#justdoit,#jaguars,{'weight': 1}
#justdoit,#giants,{'weight': 1}
#justdoit,#jaguarstoday,{'weight': 1}
#justdoit,#jaguarsvsgiants,{'weight': 1}
#justdoit,#nflkickoff,{'weight': 75}
#justdoit,#stopracism,{'weight': 2}
#justdoit,#fucktrump,{'weight': 10}
#justdoit,#nevergiveup,{'weight': 6}
#justdoit,#keepgoing,{'weight': 3}
#justdoit,#bestrong,{'weight': 1}
#justdoit,#loveyou,{'weight': 1}
#justdoit,#behappy,{'weight': 1}
#justdoit,#happiness,{'weight': 3}
#justdoit,#workout,{'weight': 11}
#justdoit,#feelgood,{'weight': 2}
#justdoit,#train,{'weight': 2}
#justdoit,#training,{'weight': 3}
#justdoit,#trainhard,{'weight': 2}
#justdoit,#dailygrind,{'weight': 1}
#justdoit,#fit,{'weight': 7}
#justdoit,#fitnessmotivation,{'weight': 7}
#justdoit,#fitat45,{'weight': 1}
#justdoit,#fitover40,{'weight': 1}
#justdoit,#fitforlife,{'weight': 1}
#justdoit,#fitnessgirl,{'weight': 1}
#justdoit,#fitmom,{'weight': 1}
#justdoit,#getfit,{'weight': 9}
#justdoit,#fitnessjourney,{'weight': 1}
#justdoit,#fitnessgoals,{'weight': 1}
#justdoit,#nikekapad,{'weight': 1}
#justdoit,#memesfordays,{'weight': 1}
#justdoit,#ybm,{'weight': 2}
#justdoit,#dowhatmakesyouhappy,{'weight': 1}
#justdoit,#anonymous,{'weight': 5}
#justdoit,#kapernik,{'weight': 2}
#justdoit,#imwithkaep,{'weight': 48}
#justdoit,#thelifeeengineer,{'weight': 1}
#justdoit,#investlikealady,{'weight': 1}
#justdoit,#livelikeaboss,{'weight': 1}
#justdoit,#nikes,{'weight': 13}
#justdoit,#politics,{'weight': 4}
#justdoit,#supportkaepernick,{'weight': 3}
#justdoit,#supportveterans,{'weight': 1}
#justdoit,#september18,{'weight': 1}
#justdoit,#25thamemdmentnow,{'weight': 4}
#justdoit,#trumpresign,{'weight': 8}
#justdoit,#oreo,{'weight': 1}
#justdoit,#oreomilkshake,{'weight': 1}
#justdoit,#yummy,{'weight': 1}
#justdoit,#myws,{'weight': 1}
#justdoit,#winstonsalem,{'weight': 1}
#justdoit,#clemmons,{'weight': 1}
#justdoit,#bakedfromscratch,{'weight': 1}
#justdoit,#mompreneur,{'weight': 1}
#justdoit,#eat,{'weight': 2}
#justdoit,#nikeforever,{'weight': 4}
#justdoit,#takemymoney,{'weight': 1}
#justdoit,#jusdweet,{'weight': 1}
#justdoit,#money,{'weight': 3}
#justdoit,#financialeducation,{'weight': 1}
#justdoit,#moneymatters,{'weight': 1}
#justdoit,#moneymaker,{'weight': 1}
#justdoit,#empathy,{'weight': 1}
#justdoit,#futuregoals,{'weight': 1}
#justdoit,#howtomakethisyearawesome,{'weight': 1}
#justdoit,#criticalthink,{'weight': 1}
#justdoit,#reflection,{'weight': 1}
#justdoit,#crazytown,{'weight': 1}
#justdoit,#nuts,{'weight': 1}
#justdoit,#kaepernicking,{'weight': 1}
#justdoit,#igers,{'weight': 1}
#justdoit,#explore,{'weight': 2}
#justdoit,#porstudio,{'weight': 1}
#justdoit,#trayvonmartin,{'weight': 2}
#justdoit,#blm,{'weight': 6}
#justdoit,#civilrights,{'weight': 3}
#justdoit,#hoodiesup,{'weight': 1}
#justdoit,#handsup,{'weight': 1}
#justdoit,#icantbreath,{'weight': 1}
#justdoit,#nationalanthem,{'weight': 11}
#justdoit,#nflprotest,{'weight': 1}
#justdoit,#imwithhim,{'weight': 5}
#justdoit,#notabouttheflag,{'weight': 6}
#justdoit,#thatswhatshesaid,{'weight': 1}
#justdoit,#spiderman,{'weight': 2}
#justdoit,#2kday,{'weight': 3}
#justdoit,#falcons,{'weight': 11}
#justdoit,#blackpink,{'weight': 2}
#justdoit,#middayoasis,{'weight': 1}
#justdoit,#theplacerestaurant,{'weight': 1}
#justdoit,#transportation,{'weight': 1}
#justdoit,#mhealth,{'weight': 1}
#justdoit,#living,{'weight': 1}
#justdoit,#whateverittakes,{'weight': 1}
#justdoit,#outside,{'weight': 1}
#justdoit,#pumpthejuice,{'weight': 1}
#justdoit,#irewardhealth,{'weight': 1}
#justdoit,#healthiswealth,{'weight': 1}
#justdoit,#25amendmentnow,{'weight': 2}
#justdoit,#vetskneelbecause,{'weight': 2}
#justdoit,#vetsagainsttrump,{'weight': 4}
#justdoit,#vetsresistsquadron,{'weight': 1}
