Source,Target,Weight
@realdonaldtrump,@always_on_watch,1
@realdonaldtrump,@perfumeflogger,1
@realdonaldtrump,@mihero,1
@realdonaldtrump,@orangehardie,1
@realdonaldtrump,@montanastandard,1
@realdonaldtrump,@autodilla,1
@realdonaldtrump,@edkrassen,2
@realdonaldtrump,@ernieminot,1
@realdonaldtrump,@smanolesco,2
@realdonaldtrump,@unpoliticusa,1
@realdonaldtrump,@breitbartnews,1
@realdonaldtrump,@thedon_45,1
@realdonaldtrump,@the_trump_train,1
@realdonaldtrump,@realjameswoods,1
@realdonaldtrump,@littleimpressio,1
@realdonaldtrump,@cwalsh516,2
@realdonaldtrump,@emmakennedy,2
@realdonaldtrump,@jeetendrsehdev,1
@realdonaldtrump,@mts0423,1
@realdonaldtrump,@alexandsrrobert,1
@realdonaldtrump,@sgtfury1984,2
@realdonaldtrump,@mwinfert,2
@realdonaldtrump,@lblee58,2
@realdonaldtrump,@kimmiejs,2
@realdonaldtrump,@18rowdynation,2
@realdonaldtrump,@kyleecoyote8,1
@realdonaldtrump,@lorinems,1
@realdonaldtrump,@nenyloks,1
@realdonaldtrump,@whitehouse,1
@realdonaldtrump,@presssec,1
@realdonaldtrump,@brengale,1
@realdonaldtrump,@dbongino,1
@realdonaldtrump,@bucksexton,1
@realdonaldtrump,@marklevinshow,1
@realdonaldtrump,@charliekirk11,1
@realdonaldtrump,@dineshdsouza,1
@realdonaldtrump,@varneyco,1
@realdonaldtrump,@anncoulter,1
@realdonaldtrump,@magoon80,2
@realdonaldtrump,@celset2,1
@realdonaldtrump,@senategop,1
@realdonaldtrump,@housegop,1
@realdonaldtrump,@weekndvigilante,1
@realdonaldtrump,@libertytarian,1
@realdonaldtrump,@carsonmut18,1
@realdonaldtrump,@pentagonpressec,1
@realdonaldtrump,@warriors,1
@realdonaldtrump,@edstone02240691,1
@realdonaldtrump,@dallasstar2020,1
@realdonaldtrump,@collinkapernick,2
@realdonaldtrump,@smartassy4ever,1
@realdonaldtrump,@mariabartiromo,1
@realdonaldtrump,@cazarespr,1
@realdonaldtrump,@nessnitty,1
@realdonaldtrump,@senjohnmccain,1
@realdonaldtrump,@cnn,1
@realdonaldtrump,@stephenathome,2
@realdonaldtrump,@barackobama,2
@realdonaldtrump,@seotipsideas,1
@realdonaldtrump,@hillaryclinton,1
@realdonaldtrump,@amykremer,1
@realdonaldtrump,@repmarkmeadows,1
@realdonaldtrump,@drawandstrike,1
@realdonaldtrump,@jim_jordan,1
